```csv
order_id,customer_id,product_id,quantity,unit_price_eur,ordered_at,total_eur,order_year,order_month
42,176,88,5,205.37,2024-07-29,1026.85,2024,7
43,476,79,4,478.88,2024-02-08,1915.52,2024,2
44,368,99,1,340.0,2024-05-24,340.0,2024,5
45,272,14,1,35.02,2024-10-31,35.02,2024,10
46,319,55,1,19.4,2024-07-23,19.4,2024,7
47,79,9,5,62.39,2024-07-22,311.95,2024,7
48,344,27,4,208.22,2024-08-30,832.88,2024,8
49,210,64,2,36.04,2024-02-20,72.08,2024,2
50,253,92,2,471.18,2024-12-03,942.36,2024,12
51,496,84,5,12.35,2024-06-07,61.75,2024,6
52,441,100,3,264.37,2024-01-19,793.11,2024,1
53,160,36,5,387.28,2024-01-21,1936.4,2024,1
54,149,34,3,180.82,2024-03-22,542.46,2024,3
55,133,43,4,41.64,2024-03-17,166.56,2024,3
56,482,87,4,407.11,2024-08-14,1628.44,2024,8
57,459,93,4,118.27,2024-03-27,473.08,2024,3
58,268,41,3,133.52,2024-01-27,400.56,2024,1
59,408,6,1,324.49,2024-07-31,324.49,2024,7
60,266,80,4,466.63,2024-06-30,1866.52,2024,6
61,267,92,1,471.18,2024-05-03,471.18,2024,5
62,10,5,4,433.18,2024-06-20,1732.72,2024,6
63,215,30,5,38.84,2024-06-19,194.2,2024,6
64,265,100,4,264.37,2024-04-30,1057.48,2024,4
65,215,10,4,323.37,2024-11-23,1293.48,2024,11
66,399,28,1,24.64,2024-05-10,24.64,2024,5
67,130,24,4,293.44,2024-11-12,1173.76,2024,11
68,157,89,1,172.26,2024-08-10,172.26,2024,8
69,245,39,2,437.34,2024-01-28,874.68,2024,1
70,258,2,3,498.06,2024-10-17,1494.18,2024,10
71,307,33,2,428.83,2024-03-23,857.66,2024,3
72,272,83,5,31.04,2024-07-12,155.2,2024,7
73,344,88,1,205.37,2024-01-10,205.37,2024,1
74,28,99,4,340.0,2024-03-30,1360.0,2024,3
75,98,84,2,12.35,2024-07-31,24.7,2024,7
76,344,50,3,231.9,2024-05-06,695.7,2024,5
77,257,75,2,440.14,2024-05-21,880.28,2024,5
78,275,99,1,340.0,2024-04-06,340.0,2024,4
79,135,29,3,307.34,2024-07-17,922.02,2024,7
80,443,6,2,324.49,2024-01-17,648.98,2024,1
81,147,80,3,466.63,2024-04-11,1399.89,2024,4
82,317,34,2,180.82,2024-09-04,361.64,2024,9
83,73,75,4,440.14,2024-07-01,1760.56,2024,7
84,478,55,5,19.4,2024-07-06,97.0,2024,7
85,390,93,2,118.27,2024-09-05,236.54,2024,9
86,442,95,4,403.57,2024-08-09,1614.28,2024,8
87,42,38,2,295.97,2024-02-19,591.94,2024,2
88,468,91,3,127.8,2024-06-21,383.4,2024,6
89,362,73,4,113.34,2024-08-07,453.36,2024,8
90,27,16,4,242.0,2024-07-11,968.0,2024,7
91,178,13,3,472.95,2024-12-20,1418.85,2024,12
92,483,49,4,64.31,2024-11-18,257.24,2024,11
93,20,73,5,113.34,2024-04-04,566.7,2024,4
94,498,16,5,242.0,2024-05-20,1210.0,2024,5
95,191,2,3,498.06,2024-01-03,1494.18,2024,1
96,478,28,3,24.64,2024-01-28,73.92,2024,1
97,76,85,2,355.52,2024-12-13,711.04,2024,12
98,309,98,4,230.06,2024-03-23,920.24,2024,3
99,313,32,5,237.94,2024-04-06,1189.7,2024,4
100,281,90,3,331.93,2024-03-16,995.79,2024,3
101,189,95,2,403.57,2024-08-07,807.14,2024,8
102,288,57,4,332.58,2024-12-11,1330.32,2024,12
103,189,7,5,314.29,2024-01-25,1571.45,2024,1
104,181,74,2,365.44,2024-07-10,730.88,2024,7
105,307,69,2,268.97,2024-05-24,537.94,2024,5
106,28,82,3,118.8,2024-12-23,356.4,2024,12
107,319,96,2,438.28,2024-06-02,876.56,2024,6
108,125,42,1,408.18,2024-08-02,408.18,2024,8
109,27,22,4,145.63,2024-09-15,582.52,2024,9
110,264,21,4,386.29,2024-01-09,1545.16,2024,1
111,282,63,4,474.98,2024-07-07,1899.92,2024,7
112,266,50,1,231.9,2024-05-01,231.9,2024,5
113,23,72,2,261.0,2024-11-17,522.0,2024,11
114,19,83,2,31.04,2024-06-10,62.08,2024,6
115,48,49,5,64.31,2024-12-20,321.55,2024,12
116,357,16,4,242.0,2024-02-06,968.0,2024,2
117,122,26,2,257.15,2024-03-27,514.3,2024,3
118,6,99,1,340.0,2024-10-18,340.0,2024,10
119,406,70,2,381.08,2024-01-23,762.16,2024,1
120,478,41,3,133.52,2024-12-07,400.56,2024,12
121,408,13,4,472.95,2024-08-16,1891.8,2024,8
122,89,40,3,486.29,2024-12-24,1458.87,2024,12
123,496,43,1,41.64,2024-04-18,41.64,2024,4
124,167,77,1,197.86,2024-08-24,197.86,2024,8
125,178,17,3,415.8,2024-07-30,1247.4,2024,7
126,198,64,1,36.04,2024-01-20,36.04,2024,1
127,215,40,2,486.29,2024-12-20,972.58,2024,12
128,6,73,1,113.34,2024-05-15,113.34,2024,5
129,489,45,5,203.36,2024-02-09,1016.8,2024,2
130,330,32,5,237.94,2024-10-12,1189.7,2024,10
131,66,89,1,172.26,2024-02-29,172.26,2024,2
132,140,77,3,197.86,2024-05-22,593.58,2024,5
133,359,1,1,134.94,2024-03-15,134.94,2024,3
134,483,9,4,62.39,2024-08-21,249.56,2024,8
135,150,58,4,435.54,2024-06-28,1742.16,2024,6
136,435,30,1,38.84,2024-12-21,38.84,2024,12
137,402,64,1,36.04,2024-01-31,36.04,2024,1
138,238,11,1,219.44,2024-10-31,219.44,2024,10
139,489,95,4,403.57,2024-11-11,1614.28,2024,11
140,437,29,5,307.34,2024-10-30,1536.7,2024,10
141,371,36,2,387.28,2024-04-03,774.56,2024,4
142,63,45,5,203.36,2024-02-14,1016.8,2024,2
143,406,69,1,268.97,2024-08-17,268.97,2024,8
144,53,24,3,293.44,2024-11-12,880.32,2024,11
145,448,24,4,293.44,2024-12-17,1173.76,2024,12
146,35,28,3,24.64,2024-02-02,73.92,2024,2
147,178,25,5,485.4,2024-07-29,2427.0,2024,7
148,178,95,1,403.57,2024-09-11,403.57,2024,9
149,343,39,2,437.34,2024-07-29,874.68,2024,7
150,362,25,5,485.4,2024-05-22,2427.0,2024,5
151,84,79,5,478.88,2024-01-24,2394.4,2024,1
152,466,58,2,435.54,2024-10-18,871.08,2024,10
153,28,60,2,344.59,2024-08-08,689.18,2024,8
154,258,64,3,36.04,2024-07-03,108.12,2024,7
155,463,96,1,438.28,2024-07-11,438.28,2024,7
156,67,73,5,113.34,2024-08-11,566.7,2024,8
157,250,30,1,38.84,2024-08-07,38.84,2024,8
158,362,24,2,293.44,2024-02-01,586.88,2024,2
159,178,25,2,485.4,2024-01-10,970.8,2024,1
160,286,84,4,12.35,2024-07-29,49.4,2024,7
161,1,22,2,145.63,2024-04-30,291.26,2024,4
162,494,66,1,134.18,2024-09-29,134.18,2024,9
163,441,84,5,12.35,2024-03-20,61.75,2024,3
164,73,12,5,419.41,2024-01-13,2097.05,2024,1
165,162,5,3,433.18,2024-11-21,1299.54,2024,11
166,490,39,4,437.34,2024-12-11,1749.36,2024,12
167,248,40,3,486.29,2024-07-16,1458.87,2024,7
168,468,32,1,237.94,2024-08-28,237.94,2024,8
169,311,24,4,293.44,2024-11-24,1173.76,2024,11
170,150,64,3,36.04,2024-01-08,108.12,2024,1
171,459,61,3,222.91,2024-09-09,668.73,2024,9
172,229,28,4,24.64,2024-12-18,98.56,2024,12
173,32,28,2,24.64,2024-08-03,49.28,2024,8
174,350,98,4,230.06,2024-12-25,920.24,2024,12
175,398,6,2,324.49,2024-10-25,648.98,2024,10
176,155,84,4,12.35,2024-06-07,49.4,2024,6
177,213,88,3,205.37,2024-11-15,616.11,2024,11
178,467,42,3,408.18,2024-08-17,1224.54,2024,8
179,81,32,3,237.94,2024-03-20,713.82,2024,3
180,211,91,1,127.8,2024-05-07,127.8,2024,5
181,204,87,2,407.11,2024-08-07,814.22,2024,8
182,44,18,2,282.8,2024-02-06,565.6,2024,2
183,373,60,4,344.59,2024-11-04,1378.36,2024,11
184,77,85,1,355.52,2024-12-15,355.52,2024,12
185,266,99,4,340.0,2024-03-25,1360.0,2024,3
186,135,81,3,262.83,2024-04-18,788.49,2024,4
187,459,72,1,261.0,2024-02-15,261.0,2024,2
188,86,44,3,109.46,2024-08-29,328.38,2024,8
189,10,4,5,394.82,2024-05-15,1974.1,2024,5
190,292,82,1,118.8,2024-11-09,118.8,2024,11
191,9,74,4,365.44,2024-10-18,1461.76,2024,10
192,164,61,2,222.91,2024-10-04,445.82,2024,10
193,402,67,1,143.46,2024-05-31,143.46,2024,5
194,79,7,3,314.29,2024-08-04,942.87,2024,8
195,52,43,2,41.64,2024-12-04,83.28,2024,12
196,82,78,2,112.71,2024-06-11,225.42,2024,6
197,488,72,1,261.0,2024-10-25,261.0,2024,10
198,187,57,5,332.58,2024-07-16,1662.9,2024,7
199,269,99,4,340.0,2024-11-22,1360.0,2024,11
200,478,23,2,354.09,2024-12-13,708.18,2024,12
```
