```csv
order_id,customer_id,product_id,quantity,unit_price_eur,ordered_at,total_eur,order_year,order_month
146,154,57,4,403.58,2024-11-22,1614.32,2024,11
147,333,2,2,248.4,2024-05-28,496.80,2024,5
148,78,20,3,23.5,2024-03-21,70.50,2024,3
149,401,62,4,169.9,2024-01-08,679.60,2024,1
150,258,32,5,410.42,2024-05-20,2052.10,2024,5
151,252,64,1,152.94,2024-12-12,152.94,2024,12
152,41,79,4,146.97,2024-01-04,587.88,2024,1
153,407,72,5,321.77,2024-11-24,1608.85,2024,11
154,498,71,5,131.74,2024-08-02,658.70,2024,8
155,194,97,3,147.62,2024-03-01,442.86,2024,3
156,31,53,3,474.16,2024-01-15,1422.48,2024,1
157,333,56,4,499.44,2024-02-22,1997.76,2024,2
158,144,67,5,315.24,2024-04-06,1576.20,2024,4
159,179,2,2,248.4,2024-10-10,496.80,2024,10
160,454,98,2,408.32,2024-02-25,816.64,2024,2
161,120,12,3,106.87,2024-03-07,320.61,2024,3
162,105,52,2,316.79,2024-12-22,633.58,2024,12
163,268,33,4,85.05,2024-06-28,340.20,2024,6
164,298,52,2,316.79,2024-09-01,633.58,2024,9
165,393,98,1,408.32,2024-03-07,408.32,2024,3
166,475,88,2,215.51,2024-05-21,431.02,2024,5
167,483,87,1,282.68,2024-05-19,282.68,2024,5
168,445,93,2,423.47,2024-04-18,846.94,2024,4
169,49,94,2,256.37,2024-05-10,512.74,2024,5
170,171,19,1,70.41,2024-02-04,70.41,2024,2
171,469,48,2,128.43,2024-03-08,256.86,2024,3
172,230,99,5,67.73,2024-04-07,338.65,2024,4
173,423,56,3,499.44,2024-11-21,1498.32,2024,11
174,330,8,1,170.92,2024-05-01,170.92,2024,5
175,27,93,3,423.47,2024-06-08,1270.41,2024,6
176,26,100,4,51.01,2024-03-11,204.04,2024,3
177,490,56,2,499.44,2024-10-19,998.88,2024,10
178,91,34,2,207.18,2024-09-14,414.36,2024,9
179,386,90,1,40.81,2024-11-04,40.81,2024,11
180,83,30,5,233.41,2024-09-09,1167.05,2024,9
181,374,42,5,220.34,2024-04-22,1101.70,2024,4
182,486,15,3,383.68,2024-12-26,1151.04,2024,12
183,345,30,2,233.41,2024-10-28,466.82,2024,10
184,243,70,4,142.29,2024-01-31,569.16,2024,1
185,213,14,4,95.41,2024-02-26,381.64,2024,2
186,124,11,5,162.53,2024-04-11,812.65,2024,4
187,127,12,2,106.87,2024-01-17,213.74,2024,1
188,177,87,2,282.68,2024-07-18,565.36,2024,7
189,392,9,4,270.25,2024-05-04,1081.00,2024,5
190,453,96,5,180.87,2024-12-12,904.35,2024,12
191,430,17,2,458.11,2024-09-14,916.22,2024,9
192,157,37,3,480.72,2024-07-23,1442.16,2024,7
193,190,18,5,391.67,2024-03-21,1958.35,2024,3
194,302,68,5,161.95,2024-11-14,809.75,2024,11
195,120,83,3,272.59,2024-12-18,817.77,2024,12
196,214,79,4,146.97,2024-07-20,587.88,2024,7
197,76,94,4,256.37,2024-07-15,1025.48,2024,7
198,360,50,4,267.96,2024-01-28,1071.84,2024,1
199,362,34,3,207.18,2024-05-28,621.54,2024,5
200,434,23,3,309.87,2024-05-21,929.61,2024,5
```
