```csv
customer_id,full_name,email,country,registered_at
464,Leila Jüttner,lkarz@example.net,DE,2022-03-10
44,Beate Hermann B.A.,wspeer@example.com,DE,2021-07-23
467,Prof. Heinz-Peter Hornig MBA.,ascholtz@example.org,UNKNOWN,2023-05-18
292,Herr Pavel Boucsein B.Sc.,eroskoth@example.net,PL,2022-10-13
471,Ivanka Eimer,hkade@example.com,NL,2021-10-17
413,Hans-Rudolf Benthin,marekadolph@example.com,PL,2024-07-30
32,Prof. Edeltraud Bolzmann B.Sc.,eimerguntram@example.org,DE,2024-07-30
330,Rudolf Winkler,kuhlmehdi@example.org,FR,2023-10-15
80,Ismet Weinhage,filizseip@example.com,BE,2025-05-10
405,Kay-Uwe Geisel-Losekann,irena73@example.com,AT,2023-04-07
420,Ing. Raymond Schacht,adeline02@example.com,BE,2020-12-09
160,Herr Pedro Hauffer B.Eng.,julius98@example.com,CH,2020-03-12
176,Senol Dörschner,annettepechel@example.com,FR,2024-09-07
350,Henryk Bender-Matthäi,kvollbrecht@example.com,FR,2024-08-10
125,Prof. Cemal Dowerg B.A.,nvogt@example.org,NL,2020-11-04
124,Katharina Patberg,angelofinke@example.com,ES,2025-11-05
341,Antonios Häring,egbert15@example.org,NL,2021-08-31
257,Horst-Günter Gute B.Eng.,constance88@example.com,ES,2021-12-26
151,Ursula Trommler,birger87@example.com,FR,2020-11-09
86,Deborah Rädel,hueseyinkade@example.com,GB,2020-07-31
30,Tatiana Holzapfel-Bähr,hans-willijunken@example.net,UNKNOWN,2021-02-23
166,Prof. Hertha Reising MBA.,roswita34@example.net,BE,2021-02-17
178,Karl-Ludwig Klemt,ericwulf@example.org,AT,2025-12-27
112,Timo Kroker-Wiek,vbarth@example.net,PL,2022-04-18
313,Natali Trub,franka96@example.com,ES,2022-06-18
100,Stavros Naser,ricarda69@example.com,ES,2021-08-31
83,Carmela Misicher,zbigniew27@example.net,DE,2020-05-21
186,Frau Resi Bauer,gnatzvalentin@example.com,DE,2025-09-03
364,Dipl.-Ing. Mariusz Dippel B.Eng.,hgute@example.com,ES,2020-11-01
272,Ing. Anneliese Lorch B.A.,renata71@example.org,CH,2025-10-27
478,Romy Steckel,monicazorbach@example.com,GB,2022-06-17
494,Leif Hartmann,qhesse@example.org,ES,2025-05-27
416,Gerlinde Rosemann B.Sc.,mudemarlene@example.net,DE,2023-07-26
62,Catharina Pergande,ludgerhuhn@example.net,GB,2022-07-19
266,Ortrud Sorgatz MBA.,bcichorius@example.org,BE,2024-02-29
443,Catharina Schulz,reinald41@example.com,ES,2020-01-28
210,Maria-Theresia Nerger-Ritter,juanbender@example.net,IT,2021-06-05
361,Murat Tlustek-Pölitz,edoering@example.net,NL,2025-03-16
70,Leonore Bärer B.Sc.,martinahess@example.org,PL,2021-06-21
89,Christiane Nette-Zobel,nuray95@example.net,CH,2021-11-21
309,Katy Loos-Schmiedecke,jpaertzelt@example.com,FR,2021-03-29
121,Henner Holt,xmetz@example.net,PL,2023-03-28
402,Annelie Bauer,fschaaf@example.org,GB,2023-12-01
399,Steffi Hauffer-Bolnbach,mijopatberg@example.com,UNKNOWN,2024-03-13
211,Dipl.-Ing. Yilmaz Höfig MBA.,fheydrich@example.org,AT,2025-09-10
435,Frithjof Kaul,taescheelsbeth@example.com,PL,2022-09-12
243,Hans Georg Ziegert,hermighausenkaroline@example.net,IT,2020-06-16
12,Juri Rogge B.A.,wpieper@example.net,BE,2023-01-02
343,Gerhart Neuschäfer,ruppersbergerstavros@example.net,PL,2022-07-15
15,Ing. Herlinde Kensy B.Sc.,vadim90@example.org,NL,2025-05-28
53,Dietmar Jacob MBA.,benedikttrueb@example.net,NL,2022-02-07
265,Dr. Miriam Beckmann,kornelia35@example.com,UNKNOWN,2023-01-14
269,Wanda Mude-Pergande,koch-iiferdinand@example.com,AT,2021-06-06
27,Wolfgang Roskoth MBA.,mariolazahn@example.net,UNKNOWN,2025-04-19
82,Herr Rupert Wulf,keudelsiglinde@example.com,BE,2023-07-01
451,Lili Scholtz,valentin61@example.net,CH,2021-11-25
132,Frau Giovanna Mielcarek,grein-grothvictoria@example.com,ES,2025-12-02
355,Branko Röhricht,katarzyna32@example.net,UNKNOWN,2021-04-11
84,Josephine Dippel,wbohnbach@example.org,UNKNOWN,2025-08-02
28,Hans-Henning Gute,eckart39@example.net,DE,2023-09-07
437,Silva Striebitz B.Sc.,vlachmann@example.org,IT,2024-10-22
42,Massimo Junck B.Sc.,atzlerlilly@example.com,BE,2025-01-27
194,Wladimir Jockel,uholsten@example.com,PL,2021-06-01
111,Gert Benthin,anniebeckmann@example.com,PL,2025-08-25
67,Helge Hendriks,zloewer@example.org,NL,2022-10-08
162,Hakan Buchholz,van-der-dussenedward@example.com,UNKNOWN,2022-09-11
297,Frau Leni Heintze B.Sc.,ksoelzer@example.net,AT,2021-10-09
1,Karsten Wieloch-Bolnbach,erkan77@example.com,CH,2025-07-17
317,David Hendriks B.A.,bernd-dieterzahn@example.com,AT,2025-04-09
116,Josefine Ziegert,esauer@example.org,UNKNOWN,2021-02-07
398,Dipl.-Ing. Waltraud Gertz,carolinmosemann@example.net,FR,2020-11-30
81,Hansjürgen Ullmann,evelinwulff@example.com,DE,2022-04-19
452,Manuela Stadelmann,anettotto@example.net,DE,2020-03-15
246,Prof. Gertraud Heintze,seiferthildegund@example.net,DE,2021-07-22
191,Volkmar Plath,hildegundpaertzelt@example.net,BE,2025-03-16
463,Herr Heino Stroh B.Eng.,katarina31@example.org,BE,2023-05-03
316,Krystyna Scheel,fjunitz@example.net,PL,2023-05-09
403,Luigi Seifert,ulikiller@example.net,GB,2020-10-10
209,Rudolph Trubin-Sager,isabelle01@example.org,UNKNOWN,2024-10-14
349,Frau Sabine Klingelhöfer B.Eng.,lisbeth84@example.org,AT,2020-11-27
23,Prof. Sarah Hartmann,hhauffer@example.net,ES,2020-04-05
200,Jörg-Peter Lorch B.A.,birtemies@example.com,DE,2021-08-31
135,Felicitas Eigenwillig MBA.,bettinawirth@example.org,DE,2022-02-24
380,Regina Dowerg-Thies,kaethi34@example.net,UNKNOWN,2025-07-17
477,Prof. Attila Beckmann B.Eng.,soedingtibor@example.org,CH,2021-06-07
36,Leonid Schaaf,kbuchholz@example.net,BE,2021-11-26
157,Dipl.-Ing. Genoveva Drubin B.A.,hildburghertrampf@example.org,IT,2020-09-30
8,Gereon Hölzenbecher MBA.,cschacht@example.com,BE,2022-01-24
155,Ing. Lina Möchlichen B.A.,hanns92@example.net,CH,2024-12-08
216,Götz Birnbaum,nbeyer@example.org,NL,2021-04-03
168,Klara Bärer,augusta48@example.com,BE,2024-01-10
366,Dipl.-Ing. Kornelia Linke,schomberroderich@example.org,BE,2023-08-15
490,Silja Stadelmann,hans-joachim89@example.com,BE,2023-04-22
64,Christl Förster-Hermann,kharloff@example.net,BE,2020-06-10
485,Carl Berger MBA.,rosenowalmut@example.com,NL,2020-01-09
382,Änne Schinke B.A.,iloewer@example.org,AT,2021-08-20
63,Centa Tintzmann,fscheibe@example.org,DE,2025-02-27
77,Frau Marga Kostolzin MBA.,brigitteadler@example.com,PL,2025-05-28
102,Thaddäus Stadelmann-Riehl,rosemannraik@example.com,ES,2021-02-07
468,Paolo Schaaf-Hänel,zsteckel@example.com,IT,2020-11-03
228,Paul-Gerhard Peukert,lilo38@example.org,GB,2024-09-07
476,Veli Atzler-Kaul,emmaklapp@example.net,GB,2023-09-12
20,Dipl.-Ing. Beatrix Barth B.Eng.,akarz@example.org,FR,2022-03-13
195,Karl-Ludwig Trommler-Junck,zotto@example.com,FR,2024-09-16
10,Reinhard Fröhlich,fkoch-ii@example.net,FR,2020-04-01
140,Gudrun Eckbauer,ulla64@example.net,CH,2022-06-11
312,Vanessa Holt,yaustermuehle@example.com,IT,2023-10-15
109,Fedor Gierschner,flantzbranko@example.org,PL,2023-08-23
474,Univ.Prof. Christa Kraus B.Sc.,saeuberlichharold@example.com,DE,2020-06-07
39,Bartholomäus Lehmann,zobelarnulf@example.org,ES,2022-01-14
288,Angelique Drub,nlosekann@example.org,GB,2022-05-14
311,Bernd-Dieter Thanel-Dobes,dbirnbaum@example.org,AT,2023-03-09
498,Hans-Martin Bolander-Boucsein,constantin73@example.com,FR,2022-08-13
351,Bianca Trub,rennerhans-wolfgang@example.com,ES,2025-04-18
250,Ingeborg Oestrovsky,gunhildfiebig@example.org,IT,2023-02-25
495,Gönül Berger,fliegnerirmgard@example.com,PL,2023-09-18
118,Ariane Lange,felix91@example.org,GB,2022-07-22
199,Agathe Fischer B.A.,henner31@example.net,PL,2024-07-28
88,Ing. Mathias Wähner,nurettin93@example.com,NL,2024-10-09
220,Anne-Katrin auch Schlauchin,selim68@example.org,DE,2024-11-23
473,Resi Käster,jochenkraushaar@example.net,DE,2023-10-05
390,Ellen Riehl,hkusch@example.net,NL,2024-07-14
141,Univ.Prof. Emmi Löwer,leonie73@example.net,AT,2024-03-06
373,Tomislav Metz,hornigeleni@example.org,ES,2022-12-15
383,Eugen Jäntsch,anna-marieauch-schlauchin@example.com,IT,2022-08-14
73,Daniela Hölzenbecher-Dörr,drubincathleen@example.net,BE,2020-02-11
189,Dipl.-Ing. Udo Freudenberger B.A.,geza31@example.net,DE,2024-09-29
459,Frau Justina Hofmann B.Sc.,eliasloos@example.com,IT,2021-03-17
171,Mijo Hande-Nette,ottomar42@example.org,DE,2023-04-01
164,Herr Milan Jüttner B.Eng.,pieperria@example.com,IT,2020-12-14
187,Trude Förster,wilmapruschke@example.org,NL,2022-03-01
180,Gloria Hornig-Wende,thilo39@example.net,PL,2021-03-24
441,Dr. Gabi Geißler,kkreusel@example.net,PL,2025-08-22
149,Denis Pölitz B.Eng.,iweimer@example.com,DE,2024-03-10
433,Michaele Riehl-Pergande,hilda48@example.com,IT,2020-11-23
434,Irmhild Hendriks-Boucsein,franz90@example.net,AT,2023-03-22
347,Josephine Sorgatz,qwerner@example.net,UNKNOWN,2023-07-09
368,Jacqueline Scheibe,ghettner@example.org,IT,2022-10-09
462,Prof. Kathleen Bachmann B.Eng.,gertzhilda@example.org,PL,2022-03-17
329,Oswin Textor,august48@example.org,DE,2020-08-11
90,Wibke Schmidt,miaspeer@example.org,CH,2025-04-17
294,Centa Scheel B.Eng.,van-der-dussenpaul@example.com,ES,2023-09-22
431,Knut Schmidt,wulffredo@example.net,CH,2023-12-30
158,Karl-Otto Gerlach,heckercarina@example.org,AT,2024-04-11
21,Ferdi Vollbrecht,wallyauch-schlauchin@example.com,GB,2020-03-05
388,Engin Etzler,bachmannottilie@example.org,ES,2022-09-22
4,Aldo Bauer,kranzheidelinde@example.org,IT,2023-08-04
319,Dr. Ramona Hövel,lukaskruschwitz@example.net,IT,2023-04-08
91,Frida Löwer-Wesack,lilianeheuser@example.org,PL,2020-08-13
253,Frau Joana Hartmann B.Eng.,ykoehler@example.org,FR,2020-06-17
410,Amanda Heuser,hans87@example.net,NL,2025-10-17
248,Hanspeter Heinrich B.Sc.,ettahauffer@example.org,GB,2023-05-11
98,Dr. Sahin Hölzenbecher MBA.,chahn@example.net,UNKNOWN,2022-03-12
3,Nico Matthäi,irmtraud39@example.org,AT,2022-09-13
453,Stefanie Tröst,bdehmel@example.net,FR,2021-04-27
286,Herma Boucsein,calogero50@example.org,IT,2022-10-14
104,Amir Höfig-Zahn,loewerdino@example.org,IT,2020-03-26
79,Hans Peter Putz B.Sc.,bsager@example.com,ES,2022-11-09
240,Kunigunda Wieloch,iauch-schlauchin@example.com,BE,2022-03-04
472,Anastasia Jockel,aleksandra44@example.org,GB,2022-06-19
7,Dogan Schuchhardt,erol58@example.com,UNKNOWN,2024-04-26
13,Therese Heuser B.Sc.,vziegert@example.net,DE,2021-02-05
460,Meinhard Mans,gottfriedhande@example.com,PL,2023-02-10
76,Mina Mende B.Eng.,auguste65@example.net,CH,2025-10-24
14,Heino Blümel MBA.,catrin83@example.net,UNKNOWN,2023-07-08
371,Alla Naser-Säuberlich,lenawilms@example.net,PL,2023-04-30
```
